key,0
69,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>通曉效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，通曉狀態的最大檔數達到了二檔。
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>天語<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性發動後，每經過30秒可以附加一次<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>通曉<UIGlow>01</UIGlow><UIForeground>01</UIForeground>狀態，隨之點亮量譜下方的水晶。元素量譜右下側的計時指針代表著發動天語後經過的時間，指針每次從頭走到尾需要30秒。"
70,"乙太超流量譜"
71,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>能量吸收<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太超流量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示當前附加的乙太超流量值。"
72,"同調量譜"
73,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太蓄能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示乙太蓄能的剩餘持續時間。
使用乙太蓄能後將附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>紅寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>黃寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>綠寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>三種寶石。
可以通過消耗以上三種寶石使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>火神召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>黃寶石召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>綠寶石召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能來召喚出三種召喚獸。"
74,"召喚出召喚獸後，將根據不同的召喚獸對自身附加不同的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
同調量譜上會顯示目前的乙太檔數以及剩餘時間。
技能<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石耀<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和26級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石輝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的效果會根據附加乙太的不同而發生變化。"
75,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太蓄能精通<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>以顯示龍神附體的剩餘持續時間。
使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>龍神附體<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，將會在<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>上附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>紅寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>黃寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>綠寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>三種寶石。
此外龍神附體狀態中，技能毀蕩將變化為<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星極脈衝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，技能迸裂將變化成<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星極核爆<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
76,"召喚出召喚獸後，將根據不同的召喚獸對自身附加不同的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
同調量譜上會顯示目前的乙太檔數以及剩餘時間。
技能<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石耀<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石輝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的效果會根據附加乙太的不同而發生變化。"
77,"附體深度"
78,"舞步量譜"
79,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>標準舞步<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>舞步量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。使用標準舞步可以進入<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>跳舞模式<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
在跳舞模式中按照正確順序使用舞步量譜顯示的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>舞步技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，再使用臨時取代標準舞步的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>標準舞步結束<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，可以提高自己用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>閉式舞姿<UIGlow>01</UIGlow><UIForeground>01</UIForeground>選擇的小隊隊員以及自身所造成的傷害。
舞步量譜的下方將顯示跳舞效果的剩餘持續時間。"
80,"幻扇量譜"
81,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>幻扇<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>幻扇量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示當前附加的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>幻扇<UIGlow>01</UIGlow><UIForeground>01</UIForeground>量值。
使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>逆瀑瀉<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>升風車<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能會附加幻扇狀態，最多可以積累到四檔。發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>扇舞·序<UIGlow>01</UIGlow><UIForeground>01</UIForeground>或50級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>扇舞·破<UIGlow>01</UIGlow><UIForeground>01</UIForeground>需要消耗一檔幻扇量值。"
82,"舞步量譜"
83,"學會並使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>技巧舞步<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>舞步量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>上會顯示四種舞步技能。
與標準舞步一樣，按照正確順序使用舞步技能，再使用臨時取代技巧舞步的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>技巧舞步結束<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，可以提高周圍的小隊隊員與自身所造成的傷害。"
84,"幻扇量譜/伶俐量譜"
85,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>伶俐<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>幻扇量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>上會出現<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>伶俐量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示伶俐量值的積累狀況。
當自身與小隊隊員附加了<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>標準舞步結束<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>技巧舞步結束<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的追加狀態<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>伶俐<UIGlow>01</UIGlow><UIForeground>01</UIForeground>之後，發動戰技或魔法時，會積累伶俐量值。積累的伶俐量值可以用來發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>劍舞<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
86,"平衡量譜"
87,"赤魔法師有著獨特的魔法體系，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>平衡量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以顯示其魔力源泉的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>白魔元<UIGlow>01</UIGlow><UIForeground>01</UIForeground>與<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>黑魔元<UIGlow>01</UIGlow><UIForeground>01</UIForeground>各自的量值。使用特定魔法可以積累魔元量值，不同魔法對兩種魔元的積累效果會有所不同。當積累到一定程度後，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>回刺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等特定技能將被替換為<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔回刺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等威力更大的技能。"
88,"另外，當白魔元與黑魔元差距過大時，平衡量譜上方的水晶會改變顏色，較少一方的魔元積累效率會降低。
因此積累魔元時一定要注意黑與白的平衡，這樣才能更有效地提高攻擊力。"
89,"晶壤量譜"
90,"開啟<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>王室親衛<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現顯示該技能使用狀態的量譜。
想要集中仇恨時，建議使用王室親衛。"
91,"晶壤量譜"
92,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>晶壤裝填<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>晶壤量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示當前<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>晶壤<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的具體量值。
當<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>迅連斬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>惡魔殺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>連擊成功時可以獲得一檔晶壤，發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>爆發擊<UIGlow>01</UIGlow><UIForeground>01</UIForeground>或60級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>烈牙<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能時需要消耗一檔晶壤。"
93,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>龍神附體效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>龍神召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能便會出現<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>亞靈神巴哈姆特<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
在召喚亞靈神巴哈姆特後，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>上會顯示亞靈神巴哈姆特的剩餘顯現時間。
使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>龍神召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能，將會在<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>上附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>紅寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>黃寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>綠寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>三種寶石。
此外龍神附體狀態中，技能毀蕩將變化為<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星極脈衝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，技能迸裂將變化成<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星極核爆<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，技能星極超流將變化成<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>死星核爆<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
94,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>照破<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現顯示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>劍壓<UIGlow>01</UIGlow><UIForeground>01</UIForeground>積蓄狀態的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>劍壓量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>居合術<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>默想<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和90級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>奧義斬浪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以獲得劍壓，使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>照破<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以消耗劍壓。"
95,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現顯示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>積蓄狀態的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鬥氣量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
鬥氣積攢到最大檔時，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鐵山靠<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
96,"必殺技量譜"
97,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>震腳效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>必殺技量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>陰陽鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
震腳狀態中使用戰技,會對附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>脈輪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
脈輪共有三種，分別為<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>盜龍脈輪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>猛豹脈輪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>以及<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔猿脈輪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
發動特定戰技可獲得對應的脈輪。
附加三種相同的脈輪後，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>蒼氣砲<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。
附加三種不同的脈輪後，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>爆裂腳<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。

此外，使用蒼氣砲後將會附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>太陰鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，使用爆裂腳後將會附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>太陽鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
在此基礎上不分種類再次附加三種脈輪，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鬥魂旋風腳<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
98,"必殺技量譜/陰陽鬥氣"
99,"學會特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>必殺技效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，量譜會顯示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>陰陽鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的狀況。
發動必殺技天宙腳會附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>太陰鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，發動鳳凰之舞會附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>太陽鬥氣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，接著累積任意3層鬥魂即可發動最強的必殺技<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>夢幻鬥舞<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
100,"奧秘量譜/小奧秘卡"
101,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>小奧秘卡<UIGlow>01</UIGlow><UIForeground>01</UIForeground>後，在使用小奧秘卡時將會在奧秘量譜顯示抽到的卡牌。"
102,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太蓄能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示乙太蓄能的剩餘持續時間。
使用乙太蓄能後將附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>紅寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，通過消耗紅寶石的奧秘，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>紅寶石召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>來召喚出<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>紅寶石獸<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
此外在15級學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太蓄能效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後、在22級學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太蓄能效果提高II<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，
可以分別附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>黃寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>綠寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
並能夠召喚出對應的召喚獸。"
103,"召喚出召喚獸後，將根據不同的召喚獸對自身附加不同的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
同調量譜上會顯示目前的乙太檔數以及剩餘時間。
技能<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石耀<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和26級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石輝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的效果會根據附加乙太的不同而發生變化。"
104,"召喚出召喚獸後，將根據不同的召喚獸對自身附加不同的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
同調量譜上會顯示目前的乙太檔數以及剩餘時間。
技能<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石耀<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石輝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的效果會根據附加乙太的不同而發生變化。"
105,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>龍神召喚效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>不死鳥召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能便能召喚出<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>亞靈神不死鳥<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
在召喚亞靈神不死鳥後，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>上會顯示亞靈神不死鳥的剩餘顯現時間。
使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>不死鳥召喚<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能，將會在<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>同調量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>上附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>紅寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>黃寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>綠寶石的奧秘<UIGlow>01</UIGlow><UIForeground>01</UIForeground>三種寶石。
此外不死鳥召喚狀態中，技能毀蕩將變化為<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>靈泉之炎<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，技能三重災禍將變化成<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>煉獄之炎<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，技能星極超流將變化成<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>甦生之炎<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
106,"召喚出召喚獸後，將根據不同的召喚獸對自身附加不同的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
同調量譜上會顯示目前的乙太檔數以及剩餘時間。
技能<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石耀<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寶石輝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的效果會根據附加乙太的不同而發生變化。
86級學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>元素精通<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星極超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>會根據附加乙太的不同而發生變化。"
107,"尾聲量譜"
108,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>戰歌效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>尾聲量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
尾聲標識共有三種，分別為<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>賢人的尾聲<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>軍神的尾聲<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>放浪神的尾聲<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
可以通過使用賢者的敘事謠、軍神的讚美歌、放浪神的小步舞曲以上三個技能附加。
當尾聲標識處於一檔以上時可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>光明神的最終樂章<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
109,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>極性精通V<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>悖論量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
自身<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星極火<UIGlow>01</UIGlow><UIForeground>01</UIForeground>或<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>靈極冰<UIGlow>01</UIGlow><UIForeground>01</UIForeground>與<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>靈極心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>最大檔數時，
將自身的狀態轉變為相反的屬性，量譜左側的悖論水晶就會點亮，
此時可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>悖論<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
110,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>晶壤裝填效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，晶壤的最大檔數將變成三擋。
當<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>迅連斬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>惡魔殺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>連擊成功時可以獲得一檔晶壤，發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>爆發擊<UIGlow>01</UIGlow><UIForeground>01</UIForeground>或60級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>烈牙<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能時需要消耗一檔晶壤。"
