key,0,1,2,3,4,5,6,7,8,9,10,11
210,4,2,2,2,0,"/itemsort","/isort","/道具整理(整理) 子命令
/itemsort、/isort
可以以比「自動整理」更加詳細的設定來整理物品的排列順序。該命令中設定的條件與原有的「自動整理」條件不會發生衝突，只會對該命令有影響。

>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>條件(condition) 對象 條件 順序<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在指定的對象範圍內將指定的順序設定為排列條件。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>實行(execute) 對象<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在指定的對象範圍內以設定的條件進行排列。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>撤除(clear) 對象<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　撤除指定對象範圍內設定的排列條件，該狀態下由於排列條件已經撤除，通過命令進行排列時不會有任何效果。

>>對象指定
物品(Inventory) 僱員物品(Retainer) 兵裝庫(ArmouryChest) 陸行鳥鞍囊（saddlebag） 陸行鳥鞍囊2（rightsaddlebag） 主手(main) 副手(sub) 頭部(head) 身體(body) 手臂(hands)  腿部(legs) 腳部(feet) 頸部(neck) 耳部(ears) 腕部(wrists) 戒指(rings) 靈魂水晶(soul)

>>條件指定
道具編號(id) 精鍊度(spiritbond) 道具種類(category) 裝備等級(level) 物品品級(itemlevel) 打包數量(stack) 優質道具(hq) 魔晶石數(materia) 物理基本性能(physicaldamage) 魔法基本性能(magicdamage) 攻擊間隔(delay) 物理自動攻擊(physicalautoattack) 格擋發動力(blockrate) 格擋性能(blockstrength) 物理防禦力(defense) 魔法防禦力(magicdefense) 力量(str) 靈巧(dex) 耐力(vit) 智力(int) 精神(mnd) 作業精度(craftsmanship) 加工精度(control) 獲得力(gathering) 鑑別力(perception) 分欄(tab)
※分欄(tab)會按照每個收納分欄進行指定分配。

>>順序指定
升序(asc) 降序(des)
※順序省略時會按照升序進行處理。
※條件指定設為「分欄(tab)」時不需要設定。

>>示例
/道具整理 條件 主手 精鍊度 升序
/道具整理 條件 主手 物品品級 降序
/道具整理 實行 主手
將兵裝庫內主手欄下的排列條件設為精鍊度升序及道具品級降序，並開始進行整理。","","",36,0
211,2,1,2,0,0,"/random","","/隨機數 上限值
/random
在0～999的數字中隨機抽選出一個並顯示在聊天視窗中。在說話範圍內的玩家都能夠看到結果。
>>上限值（2～999）
在隨機抽選數字時指定上限值。指定上限值後，數字將從（1～上限值）的範圍內抽選。省略上限值時則從（0～999）的範圍內進行抽選。
>>示例
/隨機數
發送0～999範圍內的隨機擲骰數字。
/隨機數 16
發送從1～16範圍內的隨機擲骰數字。","","",36,0
212,1,0,0,0,0,"/instance","","/副本區檢查
/instance
檢查當前所在地區是否為副本區域，並在聊天視窗中顯示結果。","","",60,0
213,1,0,0,0,0,"/cleartellhistory","/cth","/清除悄悄話記錄
/cleartellhistory、/cth
將悄悄話的歷史記錄全部清除。","","",60,0
214,1,0,0,0,0,"/macrolock","/mlock","/鎖定巨集指令(/鎖宏)
/macrolock、/mlock
巨集指令專用，使用該命令之後，在同一個宏內的所有指令完成之前不允許執行其他巨集指令。","","",36,0
215,2,1,2,0,0,"/macroerror","/merror","/宏錯誤提示 子命令
/macroerror、/merror
巨集命令專用。設定是否顯示在運行巨集命令的過程中出現的錯誤提示。巨集命令運行前預設為顯示狀態。巨集命令結束後，即使之前設定成了不顯示狀態，也會自動回到預設的顯示狀態。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　顯示錯誤提示。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　不顯示錯誤提示。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在顯示與不顯示之間切換。","","",36,0
216,1,0,0,0,0,"/clearlog","/cl","/清除消息記錄
/clearlog、/cl
將聊天欄的歷史記錄全部清除。","","",509,0
217,0,0,0,0,0,"/macrocancel","/mcancel","/取消宏
/macrocancel、/mcancel
只能在對話欄中輸入。停止正在執行的巨集指令。","","",165,0
218,1,0,0,0,0,"/playtime","/ptime","/遊戲時間
/playtime、/ptime
顯示當前角色的累計遊戲時間。","","",60,0
219,1,0,0,0,0,"/grouppose","/gpose","/集體動作
/grouppose、/gpose
執行集體動作。
>>功能內操作
顯示鏡頭設定視窗
<CommandIcon(10)/>/<If(Equal(PlayerParameter(78),3))>r<Else/>R</If>鍵、小鍵盤*/滑鼠滾輪
角色面朝鏡頭方向(開/關)
<CommandIcon(11)/>/空格鍵
鏡頭位置打光
<CommandIcon(13)/>/<If(Equal(PlayerParameter(78),3))>x<Else/>X</If>鍵
全體動作暫停
<CommandIcon(14)/>/1鍵
目標動作暫停
<CommandIcon(15)/>/2鍵
切換注視目標
<CommandIcon(6)/>/<If(Equal(PlayerParameter(78),3))>tab,shift+tab<Else/>Tab,Shift+Tab</If>鍵
調整鏡頭
<CommandIcon(20)/>/<If(Equal(PlayerParameter(78),3))>w,a,s,d,q,e<Else/>W,A,S,D,Q,E</If>鍵
重置鏡頭
<Gui(16)/>/<If(Equal(PlayerParameter(78),3))>z<Else/>Z</If>鍵","","",160,0
220,2,0,0,0,0,"/itemsearch","/isearch","/道具檢索 關鍵詞
/itemsearch、/isearch
只能在對話欄中輸入。可以通過輸入關鍵詞對所持物品進行檢索。
檢索對象為裝備中的物品、背包、陸行鳥鞍囊、兵裝庫、僱員物品欄、收藏櫃、投影台。
>>示例
/道具檢索 恢復藥
檢索所持品中名稱包含了關鍵詞「恢復藥」的道具。","","",32,3000
221,2,0,0,0,0,"/idlingcamera","/icam","/觀景視角 代名詞
/idlingcamera、/icam
切換為景觀視角。
代名詞可以省略。在指定了代名詞的情況下，攝像機鏡頭將會鎖定該目標進行觀景。如果指定的目標無法作為鎖定目標進行觀景，則會隨機進行觀景。
>>功能內操作
顯示鏡頭設定視窗
<CommandIcon(10)/>/<If(Equal(PlayerParameter(78),3))>r<Else/>R</If>鍵、小鍵盤*/滑鼠滾輪
暫時停止或繼續進行觀景視角的切換
<CommandIcon(8)/>/小鍵盤0/左鍵單擊
切換場景
<CommandIcon(6)/>/<If(Equal(PlayerParameter(78),3))>tab,shift+tab<Else/>Tab,Shift+Tab</If>鍵
調整鏡頭
<CommandIcon(20)/>/<If(Equal(PlayerParameter(78),3))>w,a,s,d,q,e<Else/>W,A,S,D,Q,E</If>鍵
重置鏡頭
<Gui(16)/>/<If(Equal(PlayerParameter(78),3))>z<Else/>Z</If>鍵
>>示例
/觀景視角
隨機選擇對象執行觀景。
/觀景視角 <目標>
選擇指定目標作為對象來執行觀景。","","",40,0
223,2,1,2,0,0,"/duelswitch","","/決鬥申請攔截 子命令
/duelswitch
更改是否接受決鬥申請的設定。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
強制拒絕決鬥申請。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
接受決鬥申請。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
在拒絕和接受之間切換。
>>示例
/決鬥申請攔截 開
強制拒絕決鬥申請。","","",4,0
224,2,1,2,0,0,"/beginnerchannelinvitation","/bchannelinvitation","/接受新人頻道的邀請（/新人邀請） 子命令
/beginnerchannelinvitation、/bchannelinvitation
更改是否接受新人頻道的邀請。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　接受邀請。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　自動拒絕邀請。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在接受和拒絕之間切換。

>>示例
/接受新人頻道的邀請 開
　接受邀請。","/beginnerchannelinvitation","/bchannelinvitation",189,1000
225,1,0,0,0,0,"/beginnerchannelleave","/bchannelleave","/退出新人頻道（/退新）
/beginnerchannelleave、/bchannelleave
從新人頻道中退出。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>新人及回歸者專用。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","/beginnerchannelleave","/bchannelleave",189,1000
226,3,2,7,15,0,"/egiglamour","","/召喚物投影 召喚獸的名字 外貌
/petmirage、/egimirage
可以改變接下來召喚的召喚獸外貌。
但在對戰任務中無效。
>>召喚獸的名字
寶石獸
迦樓羅之靈
泰坦之靈
伊弗利特之靈
>>外貌
寶石獸
綠寶石獸
黃寶石獸
紅寶石獸
迦樓羅之靈
泰坦之靈
伊弗利特之靈
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>省略外貌或在外貌處輸入「撤除(clear)」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
召喚獸會恢復原狀。
>>示例
/召喚獸投影 迦樓羅之靈 紅寶石獸
將迦樓羅之靈的外貌變成紅寶石獸。","/egimirage","",36,0
227,3,1,2,0,0,"/title","","/稱號 子命令
/title
改變稱號。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>設定 稱號名<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將稱號設定為稱號名對應的稱號。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>撤除<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將稱號撤除。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將稱號變為隨機一個已獲得的稱號。
>>示例
/稱號 設定 銀劍
　將稱號設為「銀劍」。","","",36,1000
228,2,1,2,0,0,"/bahamutsize","","/巴哈姆特尺寸
/bahamutsize
可以變更亞靈神巴哈姆特的尺寸。
※此文本指令已和「/召喚獸尺寸」合併，今後請使用新指令。","","",36,0
229,6,3,2,2,2,"/alarm","","/鬧鐘 子命令
/alarm
設定鬧鐘。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>""鬧鐘名"" 時間類型(本、服、艾) 重覆通知(重覆) 時間(0000-2400) 提前(0-60)分鐘提醒<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　設定在指定時間進行通知提醒的鬧鐘。
　加上重覆(rp)子命令時鬧鐘會每小時提醒一次。
重覆與提前多少分鐘提醒的子命令可以省略。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>撤除<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將設定的鬧鐘全部刪除。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　打開鬧鐘視窗。

>>時間類型
本（lt） 本地時間
服（st） 伺服器時間
艾（et） 艾歐澤亞時間

>>示例
/鬧鐘 ""集合時間"" 本 2000 10
　設定一個名為集合時間的鬧鐘，在本地時間20點前提前10分鐘提醒。
/鬧鐘 ""休息"" 本 重覆 30
　設定一個名為休息的鬧鐘，在本地時間每個小時的30分時提醒。","","",32,0
231,2,1,2,0,0,"/busy","","/忙碌 子命令
/busy
將線上狀態設定為「忙碌」。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改成「忙碌」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改回「線上」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在「忙碌」與「線上」之間切換。","","",36,0
232,2,1,2,0,0,"/away","/afk","/離開(/離) 子命令
/away、/afk
將線上狀態設定為「離開」。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改成「離開」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改回「線上」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在「離開」與「線上」之間切換。","","",36,0
233,1,0,0,0,0,"/lookingforparty","/lfp","/希望組隊 子命令 職業
/lookingforparty、/lfp
將線上狀態設定為「希望組隊」，並附加希望組隊的職業。
>>職業(※可以指定多個職業，順序不限)
劍術師(GLA)　格鬥家(PGL)　斧術師(MRD)　槍術師(LNC)　弓箭手(ARC)　雙劍師(ROG)　幻術師(CNJ)　咒術師(THM)　秘術師(ACN)　刻木匠(CRP)　鍛鐵匠(BSM)　鑄甲匠(ARM)　雕金匠(GSM)　製革匠(LTW)　裁衣匠(WVR)　煉金術士(ALC)　烹調師(CUL)　採礦工(MIN)　園藝工(BTN)　捕魚人(FSH)　騎士(PLD)　武僧(MNK)　戰士(WAR)　龍騎士(DRG)　吟遊詩人(BRD)　忍者(NIN)　白魔法師(WHM)　黑魔法師(BLM)　召喚師(SMN)　學者(SCH)　暗黑騎士(DRK)　機工士(MCH)　占星術士(AST)　武士(SAM)　赤魔法師(RDM)　青魔法師(BLU)　絕槍戰士(GNB)　舞者(DNC)　賢者(SGE)　釤鐮客(RPR)
※省略該條件會預設為指定當前職業。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改成「希望組隊」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改回「線上」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在「希望組隊」與「線上」之間切換。","","",36,0
234,2,1,2,0,0,"/lookingformeld","/lfm","/接受鑲嵌魔晶石請求(/鑲嵌魔晶石) 子命令
/lookingformeld、/lfm
將線上狀態設定為「接受鑲嵌魔晶石請求」。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改成「接受鑲嵌魔晶石請求」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改回「線上」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在「接受鑲嵌魔晶石請求」與「線上」之間切換。","","",36,0
235,1,0,0,0,0,"/searchcomment","/scomment","/個人簽名(/簽名) 文字內容
/searchcomment、/scomment
將指定文字內容設定成搜索玩家時的簽名。","","",36,0
236,2,1,2,0,0,"/beginnerstatus","/bstatus","/新人狀態 子命令
/beginnerstatus、/bstatus
更改自己的新人線上狀態。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　開啟新人狀態。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　解除新人狀態。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在開啟與解除之間切換。
>>示例
/新人狀態 開
開啟新人狀態。","","",36,1000
237,2,1,2,0,0,"/beginnerchannel","/bchannel","/加入新人頻道 子命令
/beginnerchannel、/bchannel
設定指導者是否自動加入新人頻道。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　開啟自動加入新人頻道的設定，並加入新人頻道。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　解除自動加入新人頻道的設定，如果已經加入了新人頻道則會退出。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在開啟與解除之間切換。
>>示例
/加入新人頻道 開
開啟自動加入新人頻道的設定。
","/beginnerchannel","/bchannel",36,1000
238,1,0,0,0,0,"/returnerstatusoff","","/解除回歸者狀態
/returnerstatusoff
解除回歸者狀態。","/returnerstatusoff","",36,1000
239,2,1,2,0,0,"/roleplaying","","/角色扮演中 子命令
/roleplaying
將線上狀態設定為「角色扮演中」。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改成「角色扮演中」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將狀態改回「線上」。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在「角色扮演中」與「線上」之間切換。","","",36,0
251,3,2,3,2,0,"/action","/ac","/技能 技能名 代名詞
/action、/ac
對指定目標使用指定技能。以自己為目標的技能可以省略輸入代名詞。
如果身處無法使用技能的環境，或者還沒有學會指定技能，則命令無效。

在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/技能 重劈 <目標>
對當前所選擇的目標執行技能「重劈」。
/技能 治療 <2>
對小隊列表中的2號隊員執行技能「治療」。
/技能 縮地 <目標>
對選擇目標的位置執行技能「縮地」。
/技能 縮地 地面關
對所指的位置直接執行技能「縮地」。","","",36,0
252,2,1,2,0,0,"/battlemode","/bm","/武器狀態 子命令
/battlemode、/bm
切換拔出和收回武器狀態。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　切換到拔出武器狀態
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　切換到收回武器狀態
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在拔出和收回武器狀態之間切換。","","",36,0
253,2,0,0,0,0,"/target","/ta","/選中 代名詞
/target、/ta
選中指定的玩家。
離自己過遠的玩家無法選中。
>>示例
/選中 <2>
選中小隊列表中的2號隊員。","","",36,0
254,1,0,0,0,0,"/targetpc","/tpc","/選中最近玩家(/最近玩家)
/targetpc、/tpc
選中可選範圍內離自己距離最近的玩家。","","",36,0
255,1,0,0,0,0,"/targetnpc","/tnpc","/選中最近非玩家(/最近非玩家)
/targetnpc、/tnpc
選中可選範圍內離自己最近的非玩家角色。","","",36,0
256,1,0,0,0,0,"/targetenemy","/tenemy","/選中最近敵人(/最近敵人)
/targetenemy、/tenemy
選中可選範圍內離自己距離最近的敵人。","","",36,0
257,1,0,0,0,0,"/battletarget","/bt","/戰鬥目標
/battletarget、/bt
選中敵視自己的距離最近的敵人。","","",36,0
258,2,0,0,0,0,"/assist","/as","/目標的目標 代名詞
/assist、/as
將指定玩家的當前選中的目標作為自己的目標選中。
>>示例
/目標的目標 <2>
選中小隊列表中的2號隊員選中的目標。","","",36,0
259,1,0,0,0,0,"/facetarget","/ft","/轉向目標
/facetarget、/ft
轉身面向當前所選目標的方向。","","",36,0
260,1,0,0,0,0,"/nexttarget","/nt","/右側選擇
/nexttarget、/nt
從螢幕右側開始按順時針方向順次選中敵人。","","",36,0
261,1,0,0,0,0,"/previoustarget","","/左側選擇
/previoustarget
從螢幕左側開始按逆時針方向順次選中敵人。","","",36,0
262,1,0,0,0,0,"/targetlasttarget","/tlt","/上次目標
/targetlasttarget、/tlt
選中上次選中的目標。","","",36,0
263,1,0,0,0,0,"/targetlastenemy","/tle","/前次敵人
/targetlastenemy、/tle
重新選中前一次選中的敵人。","","",36,0
264,2,1,2,0,0,"/lockon","/lo","/鎖定 子命令
/lockon、/lo
鎖定或解除鎖定當前選中的目標。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　鎖定目標。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　解除鎖定。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在鎖定與解除鎖定之間切換。","","",36,0
265,2,0,0,0,0,"/focustarget","","/焦點目標(/焦點) 代名詞
/focustarget
將指定玩家設定為焦點目標。省略代名詞會指定當前所選目標為焦點目標。
>>示例
/焦點目標 <目標>
將當前所選擇的目標設定為焦點目標。","","",36,0
267,3,2,5,2,0,"/petaction","/pac","/召喚獸技能 召喚獸技能名 代名詞
/petaction、/pac
命令召喚獸對指定目標使用指定召喚獸技能。以自己或召喚獸為目標的技能可省略輸入代名詞。如果身處無法使用技能的環境，或者指定召喚獸技能以外的技能，或者還沒有學會指定召喚獸技能，則命令無效。
>>示例
/召喚獸技能 等待指示
讓召喚獸執行「等待指示」的命令。","","",36,0
268,2,1,6,0,0,"/companionaction","/cac","/搭檔技能 搭檔技能名
/companionaction、/cac
命令搭檔使用指定搭檔技能。無需指定目標。如果身處無法使用技能的環境，或者命令搭檔技能以外的技能，或者還沒有學會命令的搭檔技能，則命令無效。
>>示例
/搭檔技能 自由戰術
讓搭檔執行「自由戰術」的命令。","/buddyaction","/bac",36,0
269,1,0,0,0,0,"/facecamera","/fcam","/面向鏡頭
/facecamera、/fcam
將角色視線轉向鏡頭視角，再次發動時會解除。","","",36,0
270,2,1,2,0,0,"/levelsync","/lsync","/等級同步 子命令
/levelsync、/lsync
在危命任務等有等級限制的情況時使用這個命令可以進行等級同步。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　開啟等級同步。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　解除等級同步。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在開啟或解除狀態中切換。","","",36,0
271,2,1,9,0,0,"/mount","","/坐騎 坐騎名
/mount
乘上指定的坐騎。在騎乘狀態下會跳下坐騎。省略坐騎名時也會跳下坐騎。在飛行狀態時會迅速下降。
>>示例
/坐騎 專屬陸行鳥
騎上坐騎「專屬陸行鳥」。","","",36,0
272,3,2,3,2,0,"/additionalaction","/aaction","/額外技能 技能名 子命令
/additionalaction、/aaction
曾經被認為是可以設定額外技能的功能。
※因系統調整現在已無法使用。","","",36,1000
273,3,2,10,2,0,"/generalaction","/gaction","/共通技能 共通技能名 代名詞
/generalaction、/gaction
對指定的玩家發動指定的共通技能。處於無法發動共通技能的環境中指令無效，沒有學會的共通技能也無法發動。

在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/共通技能 隨機坐騎
發動共通技能「隨機坐騎」。
/共通技能 任務指令1 <目標>
對目標發動任務指令中的第一個技能。","","",36,0
274,2,1,8,0,0,"/minion","","/寵物 寵物名
/minion
召喚出指定的寵物。在已經召喚出寵物的情況下，指定該寵物的名字或省略寵物名會讓寵物離開。
>>示例
/寵物 巧兒陸行鳥
召喚出寵物「巧兒陸行鳥」。","","",36,0
275,2,0,0,0,0,"/statusoff","","/解除狀態 強化狀態名
/statusoff
解除指定的強化狀態效果。
>>示例
/解除狀態 捨身
解除強化效果「捨身」。","","",36,0
276,3,0,0,0,0,"/addpvpaction","/apa","/對戰額外技能 對戰額外技能1 對戰額外技能2
/addpvpaction、/apa
曾經被認為是可以設定對戰額外技能的功能。
※因系統調整現在已無法使用。","/對戰額外技能","",36,1000
277,3,2,16,2,0,"/pvpaction","/pvpac","/對戰技能 對戰技能名 代名詞
/pvpaction、/pvpac
對指定目標使用指定對戰技能。如果身處無法使用技能的環境，或者還沒有學會指定技能，則命令無效。

在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/對戰技能 暴風斬連擊 <目標>
對當前所選擇的對象執行連擊中的技能。
/對戰技能 縮地 <目標>
對選擇目標的位置執行技能「縮地」。
/對戰技能 縮地 地面關
對所指的位置直接執行技能「縮地」。","","",4,0
279,3,2,18,2,0,"/blueaction","","/青魔法技能 青魔法名 代名詞
/blueaction
對指定目標使用指定青魔法技能。

在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/青魔法技能 水砲 <目標>
對當前所選擇的目標執行技能「水砲」。","","",36,0
301,2,1,2,0,0,"/autolockon","","/自動鎖定 子命令
/autolockon
開啟「開始自動攻擊時自動鎖定」功能。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　開啟自動鎖定。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　關閉自動鎖定。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在開啟和關閉之間切換","","",36,0
302,2,1,2,0,0,"/autofacetarget","","/自動轉向目標 子命令
/autofacetarget
開啟角色設定中「發動技能時轉身面向目標」的功能。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　開啟自動轉向目標。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　關閉自動轉向目標。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在開啟和關閉之間切換","","",36,0
303,2,1,2,0,0,"/targetring","","/目標環 子命令
/targetring
顯示目標環。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　開啟目標環顯示。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　關閉目標環顯示。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在開啟和關閉之間切換","","",36,0
